Fecha,Invernadero,Temperatura,Humedad,CO2,N,P,K,Conductividad,Humedad_Suelo,pH,Luz_Ambiental
2024-10-12 22:26:24.268435,Invernadero_1,29.25,19.08,14.02,26.77,29.39,15.06,14.22,16.98,11.89,12.83
2024-10-12 22:26:24.268435,Invernadero_2,29.54,12.64,21.06,10.43,22.53,15.52,25.73,25.96,16.65,15.69
2024-10-12 22:26:24.268435,Invernadero_3,20.72,28.3,22.88,13.32,27.35,17.48,13.96,11.21,20.78,10.92
2024-10-12 22:26:24.268435,Invernadero_4,17.15,20.62,10.93,24.82,20.76,27.6,24.15,16.62,28.94,23.73
2024-10-13 02:26:24.268435,Invernadero_1,11.55,27.35,10.53,19.42,20.38,24.94,23.06,27.1,23.54,11.58
2024-10-13 02:26:24.268435,Invernadero_2,18.21,22.58,26.42,13.95,26.62,14.09,13.7,13.49,25.38,29.55
2024-10-13 02:26:24.268435,Invernadero_3,19.92,13.87,25.54,11.86,27.8,15.91,11.42,18.45,14.78,22.58
2024-10-13 02:26:24.268435,Invernadero_4,19.66,11.13,17.0,15.98,14.73,27.61,23.87,18.98,21.2,20.14
2024-10-13 06:26:24.268435,Invernadero_1,14.05,26.13,19.2,22.79,11.85,10.59,11.29,12.04,20.98,12.2
2024-10-13 06:26:24.268435,Invernadero_2,17.52,11.61,11.81,18.44,14.1,17.84,28.28,10.94,29.1,12.59
2024-10-13 06:26:24.268435,Invernadero_3,22.76,28.19,28.45,20.94,23.06,19.23,26.47,19.64,10.64,27.83
2024-10-13 06:26:24.268435,Invernadero_4,11.39,24.0,11.15,20.78,16.65,23.0,23.2,28.06,14.02,20.42
2024-10-13 10:26:24.268435,Invernadero_1,14.73,17.78,15.71,15.57,12.63,28.85,20.15,18.11,22.61,25.19
2024-10-13 10:26:24.268435,Invernadero_2,12.12,29.95,24.84,13.29,27.63,24.75,13.5,28.97,25.7,17.52
2024-10-13 10:26:24.268435,Invernadero_3,19.31,21.24,14.62,18.51,22.4,25.92,23.27,17.93,13.54,23.57
2024-10-13 10:26:24.268435,Invernadero_4,26.2,16.41,24.32,17.44,10.78,22.44,28.79,25.77,18.75,29.17
2024-10-13 14:26:24.268435,Invernadero_1,29.77,20.89,12.19,23.69,16.7,22.82,25.09,26.69,10.47,18.26
2024-10-13 14:26:24.268435,Invernadero_2,14.47,21.11,27.82,23.27,15.9,22.69,11.21,17.56,11.78,14.6
2024-10-13 14:26:24.268435,Invernadero_3,19.77,17.62,28.9,12.98,25.1,15.06,29.92,24.31,27.21,13.68
2024-10-13 14:26:24.268435,Invernadero_4,14.57,21.09,10.93,12.45,18.69,15.1,18.59,20.7,25.65,28.2
2024-10-13 18:26:24.268435,Invernadero_1,14.95,22.24,21.89,19.14,13.88,24.64,22.58,15.02,20.53,16.69
2024-10-13 18:26:24.268435,Invernadero_2,29.99,21.69,10.04,20.94,15.76,24.52,27.45,10.1,10.3,22.66
2024-10-13 18:26:24.268435,Invernadero_3,28.51,15.38,26.81,25.95,14.07,14.15,13.31,20.65,11.98,19.5
2024-10-13 18:26:24.268435,Invernadero_4,26.71,18.34,11.13,28.01,13.28,17.45,11.92,26.88,18.79,11.65
2024-10-13 22:26:24.268435,Invernadero_1,15.94,19.65,14.39,12.73,25.18,12.18,27.94,10.44,11.28,13.78
2024-10-13 22:26:24.268435,Invernadero_2,16.41,27.74,15.6,15.41,13.98,23.43,18.53,25.36,19.96,20.48
2024-10-13 22:26:24.268435,Invernadero_3,22.12,23.2,21.65,14.13,22.64,19.31,13.85,22.84,18.31,10.98
2024-10-13 22:26:24.268435,Invernadero_4,26.58,14.02,11.82,23.28,15.43,24.71,24.82,28.24,29.13,13.08
2024-10-14 02:26:24.268435,Invernadero_1,12.19,29.74,19.04,17.5,18.81,21.38,19.84,20.54,12.46,20.14
2024-10-14 02:26:24.268435,Invernadero_2,10.26,29.39,23.74,21.13,25.02,26.75,23.63,13.85,13.31,15.59
2024-10-14 02:26:24.268435,Invernadero_3,20.51,14.26,19.43,23.56,25.56,15.04,14.67,16.98,11.89,13.71
2024-10-14 02:26:24.268435,Invernadero_4,25.72,10.91,16.44,12.49,28.18,22.23,17.69,28.35,29.25,19.59
2024-10-14 06:26:24.268435,Invernadero_1,11.28,10.22,13.6,18.78,25.68,22.96,13.34,25.44,15.57,23.54
2024-10-14 06:26:24.268435,Invernadero_2,17.29,12.0,26.98,16.0,19.51,25.98,22.09,12.27,15.57,28.56
2024-10-14 06:26:24.268435,Invernadero_3,16.65,27.24,15.61,10.29,19.84,15.09,15.09,19.9,10.19,11.57
2024-10-14 06:26:24.268435,Invernadero_4,16.12,22.17,11.5,19.13,28.09,11.97,29.66,24.99,25.2,13.24
2024-10-14 10:26:24.268435,Invernadero_1,19.42,19.01,29.29,20.01,19.24,21.07,13.38,18.63,13.87,25.18
2024-10-14 10:26:24.268435,Invernadero_2,15.59,21.53,22.02,28.07,24.86,11.19,24.73,17.2,10.77,20.09
2024-10-14 10:26:24.268435,Invernadero_3,22.8,29.34,29.25,20.93,23.24,11.3,19.76,29.9,14.0,25.55
2024-10-14 10:26:24.268435,Invernadero_4,22.99,28.28,22.06,27.14,18.74,22.85,22.41,27.44,11.06,14.03
2024-10-14 14:26:24.268435,Invernadero_1,29.33,22.61,10.79,15.56,21.13,20.16,26.18,25.98,25.91,24.45
2024-10-14 14:26:24.268435,Invernadero_2,18.92,21.53,18.66,22.49,18.01,29.87,24.8,12.52,21.17,17.8
2024-10-14 14:26:24.268435,Invernadero_3,11.6,20.76,12.9,12.52,17.26,26.89,13.6,16.31,22.72,16.52
2024-10-14 14:26:24.268435,Invernadero_4,16.77,12.15,18.83,18.27,29.61,12.88,11.07,23.16,21.72,13.17
2024-10-14 18:26:24.268435,Invernadero_1,16.0,11.79,19.93,22.37,23.89,13.16,19.64,23.13,28.15,28.16
2024-10-14 18:26:24.268435,Invernadero_2,24.21,28.79,10.17,12.7,23.72,20.57,21.41,14.59,25.14,26.65
2024-10-14 18:26:24.268435,Invernadero_3,28.91,29.2,17.81,22.35,27.22,17.87,18.07,15.11,17.82,18.47
2024-10-14 18:26:24.268435,Invernadero_4,10.09,14.57,16.77,13.6,22.31,22.53,17.05,17.01,15.46,14.7
2024-10-14 22:26:24.268435,Invernadero_1,16.32,13.19,18.62,22.77,10.41,18.58,24.28,21.58,20.07,10.16
2024-10-14 22:26:24.268435,Invernadero_2,20.46,28.36,21.8,25.86,22.49,29.3,26.66,10.51,27.02,10.7
2024-10-14 22:26:24.268435,Invernadero_3,11.16,13.01,27.12,22.53,13.75,23.15,23.53,16.22,21.74,13.22
2024-10-14 22:26:24.268435,Invernadero_4,16.24,21.14,24.69,21.79,10.82,22.43,22.53,15.25,20.81,22.72
2024-10-15 02:26:24.268435,Invernadero_1,18.92,13.0,13.44,11.98,16.97,22.78,16.75,12.83,20.83,13.39
2024-10-15 02:26:24.268435,Invernadero_2,17.88,14.15,17.17,14.73,20.12,16.07,22.32,11.94,27.49,25.26
2024-10-15 02:26:24.268435,Invernadero_3,23.33,23.51,29.52,13.69,24.16,19.54,18.35,10.03,15.95,20.78
2024-10-15 02:26:24.268435,Invernadero_4,23.59,15.75,15.3,22.95,17.81,10.86,19.74,15.62,18.63,12.66
2024-10-15 06:26:24.268435,Invernadero_1,23.99,18.33,11.32,15.64,14.15,26.41,24.65,15.17,16.15,14.97
2024-10-15 06:26:24.268435,Invernadero_2,19.5,24.02,18.0,14.61,29.36,12.54,13.57,16.59,27.76,19.51
2024-10-15 06:26:24.268435,Invernadero_3,19.56,28.54,21.14,15.65,12.84,10.52,14.01,15.07,24.19,21.27
2024-10-15 06:26:24.268435,Invernadero_4,20.86,11.37,20.38,27.99,10.86,25.47,22.52,20.95,27.31,25.8
2024-10-15 10:26:24.268435,Invernadero_1,19.48,26.7,23.3,22.46,29.91,25.22,26.54,15.13,22.07,15.43
2024-10-15 10:26:24.268435,Invernadero_2,20.81,29.41,13.32,29.61,10.34,26.46,18.29,16.35,15.98,19.59
2024-10-15 10:26:24.268435,Invernadero_3,14.74,19.25,28.06,16.8,25.4,10.47,10.75,27.63,19.37,25.06
2024-10-15 10:26:24.268435,Invernadero_4,11.93,27.08,26.16,11.79,27.13,26.94,21.42,13.42,19.02,23.81
2024-10-15 14:26:24.268435,Invernadero_1,12.37,22.77,14.21,29.04,12.01,28.47,22.57,21.61,18.79,11.29
2024-10-15 14:26:24.268435,Invernadero_2,15.09,12.24,13.57,28.05,12.54,25.69,10.15,11.14,29.97,14.17
2024-10-15 14:26:24.268435,Invernadero_3,28.41,22.53,29.18,21.74,21.32,22.8,22.9,16.44,21.14,27.29
2024-10-15 14:26:24.268435,Invernadero_4,28.55,28.79,13.87,19.8,27.13,20.43,27.64,12.61,11.01,12.9
2024-10-15 18:26:24.268435,Invernadero_1,27.21,14.33,27.81,22.46,27.1,29.21,12.27,24.21,21.1,19.85
2024-10-15 18:26:24.268435,Invernadero_2,15.45,17.5,23.87,23.52,19.06,13.91,10.17,19.99,14.23,28.11
2024-10-15 18:26:24.268435,Invernadero_3,22.63,19.47,10.16,27.66,29.86,21.92,28.79,26.06,25.75,16.27
2024-10-15 18:26:24.268435,Invernadero_4,18.68,15.01,25.56,28.43,22.63,29.48,20.37,25.38,22.19,23.28
2024-10-15 22:26:24.268435,Invernadero_1,25.26,21.65,10.65,25.35,27.52,10.32,26.89,16.02,20.12,24.92
2024-10-15 22:26:24.268435,Invernadero_2,10.53,22.31,20.22,26.77,23.47,24.21,22.91,18.33,29.38,18.83
2024-10-15 22:26:24.268435,Invernadero_3,28.68,18.49,19.71,16.2,27.97,22.65,26.08,12.71,12.49,15.77
2024-10-15 22:26:24.268435,Invernadero_4,27.35,24.32,29.66,17.72,17.19,22.28,13.15,22.54,14.32,27.58
2024-10-16 02:26:24.268435,Invernadero_1,25.5,10.75,15.67,28.21,26.1,28.4,29.09,17.94,28.77,24.71
2024-10-16 02:26:24.268435,Invernadero_2,20.52,22.37,18.62,27.09,13.19,21.58,12.93,12.14,24.78,18.96
2024-10-16 02:26:24.268435,Invernadero_3,12.42,19.13,18.64,26.86,25.32,28.37,16.16,20.66,26.55,29.18
2024-10-16 02:26:24.268435,Invernadero_4,22.87,23.54,16.09,28.99,12.86,28.73,15.39,22.53,14.51,22.09
2024-10-16 06:26:24.268435,Invernadero_1,26.77,15.76,21.64,19.88,23.98,29.66,20.14,28.15,27.2,12.22
2024-10-16 06:26:24.268435,Invernadero_2,26.43,15.0,22.16,28.33,14.33,12.47,20.96,12.47,23.53,14.75
2024-10-16 06:26:24.268435,Invernadero_3,11.14,23.29,25.48,16.19,24.57,12.45,22.6,23.79,13.99,17.56
2024-10-16 06:26:24.268435,Invernadero_4,10.58,21.38,10.83,14.41,16.17,27.42,28.86,27.71,26.65,10.37
2024-10-16 10:26:24.268435,Invernadero_1,23.15,27.76,28.12,26.78,25.81,13.42,20.59,18.14,10.6,24.33
2024-10-16 10:26:24.268435,Invernadero_2,23.1,18.37,25.01,20.07,20.81,26.87,18.23,25.08,15.3,12.18
2024-10-16 10:26:24.268435,Invernadero_3,29.94,11.93,11.71,29.39,12.25,25.17,12.21,13.92,21.0,28.04
2024-10-16 10:26:24.268435,Invernadero_4,14.34,20.44,12.54,11.77,27.51,23.74,17.01,15.26,10.03,10.07
2024-10-16 14:26:24.268435,Invernadero_1,18.61,21.54,24.13,16.58,22.5,25.01,23.31,10.13,25.67,17.99
2024-10-16 14:26:24.268435,Invernadero_2,25.82,18.23,12.16,18.71,28.48,23.76,12.64,21.06,24.28,13.67
2024-10-16 14:26:24.268435,Invernadero_3,27.19,12.29,15.56,21.55,14.89,20.79,14.81,28.0,24.61,12.64
2024-10-16 14:26:24.268435,Invernadero_4,11.73,15.79,17.35,14.31,12.95,18.72,22.01,18.75,26.0,23.14
2024-10-16 18:26:24.268435,Invernadero_1,25.68,19.12,20.45,25.19,26.63,20.18,15.84,19.84,25.29,17.8
2024-10-16 18:26:24.268435,Invernadero_2,23.5,26.14,29.94,23.6,17.93,14.63,24.75,21.97,26.38,10.54
2024-10-16 18:26:24.268435,Invernadero_3,26.07,25.54,13.06,13.92,21.27,12.47,22.33,26.78,19.25,25.94
2024-10-16 18:26:24.268435,Invernadero_4,19.9,25.17,26.53,19.09,21.21,14.46,15.26,18.99,15.75,14.21
2024-10-16 22:26:24.268435,Invernadero_1,25.63,29.38,14.27,24.58,28.04,11.42,19.44,11.12,14.17,18.65
2024-10-16 22:26:24.268435,Invernadero_2,27.56,13.14,21.36,13.89,24.19,28.47,23.65,24.06,22.56,17.77
2024-10-16 22:26:24.268435,Invernadero_3,17.09,12.49,17.47,25.5,19.65,12.1,27.77,11.76,23.29,18.29
2024-10-16 22:26:24.268435,Invernadero_4,22.15,12.74,18.15,15.71,15.85,13.8,27.95,24.03,15.74,13.17
2024-10-17 02:26:24.268435,Invernadero_1,12.37,29.6,25.38,10.99,23.1,17.97,22.96,12.28,18.97,20.77
2024-10-17 02:26:24.268435,Invernadero_2,10.97,12.46,16.79,27.94,28.56,20.37,27.12,27.97,15.56,17.49
2024-10-17 02:26:24.268435,Invernadero_3,16.12,23.45,18.07,13.66,27.02,25.27,15.25,23.84,20.97,17.11
2024-10-17 02:26:24.268435,Invernadero_4,18.72,15.19,28.81,26.16,22.42,11.64,18.07,24.89,18.15,12.24
2024-10-17 06:26:24.268435,Invernadero_1,14.56,19.45,21.41,28.3,23.01,25.23,12.84,25.96,21.08,15.5
2024-10-17 06:26:24.268435,Invernadero_2,12.38,12.37,10.24,12.0,16.47,20.64,29.06,17.76,14.82,23.61
2024-10-17 06:26:24.268435,Invernadero_3,27.29,14.65,19.03,26.16,22.78,15.51,11.95,12.92,10.01,25.78
2024-10-17 06:26:24.268435,Invernadero_4,12.9,17.4,22.21,15.89,29.99,22.4,27.55,23.58,18.56,23.41
2024-10-17 10:26:24.268435,Invernadero_1,28.27,22.67,10.37,24.62,29.87,16.88,10.35,17.4,16.87,29.55
2024-10-17 10:26:24.268435,Invernadero_2,19.37,17.9,26.8,18.14,18.79,10.07,26.66,26.11,12.01,15.07
2024-10-17 10:26:24.268435,Invernadero_3,28.22,18.15,17.72,20.39,25.54,24.53,14.98,25.71,18.59,26.4
2024-10-17 10:26:24.268435,Invernadero_4,13.33,21.29,21.56,23.63,24.47,13.85,21.81,28.72,25.11,17.36
2024-10-17 14:26:24.268435,Invernadero_1,28.04,15.66,26.48,25.77,14.62,28.68,12.26,14.87,12.09,25.96
2024-10-17 14:26:24.268435,Invernadero_2,25.35,24.04,14.15,25.94,20.5,25.34,25.81,12.38,14.29,27.51
2024-10-17 14:26:24.268435,Invernadero_3,25.81,29.71,14.14,29.75,12.83,29.12,25.11,13.54,25.95,18.12
2024-10-17 14:26:24.268435,Invernadero_4,23.13,21.24,27.07,21.31,19.38,15.43,17.21,22.57,27.84,16.95
2024-10-17 18:26:24.268435,Invernadero_1,16.25,21.6,27.44,27.49,21.5,13.66,11.32,10.53,27.6,17.32
2024-10-17 18:26:24.268435,Invernadero_2,11.27,18.99,17.24,19.06,25.68,10.09,22.93,26.3,14.26,24.19
2024-10-17 18:26:24.268435,Invernadero_3,19.07,28.49,18.14,26.99,12.58,29.15,20.68,24.99,23.53,14.51
2024-10-17 18:26:24.268435,Invernadero_4,23.76,12.72,10.02,27.65,19.33,22.15,10.82,17.5,20.72,17.52
2024-10-17 22:26:24.268435,Invernadero_1,12.05,21.24,25.11,21.08,20.37,18.04,23.73,19.64,26.72,17.32
2024-10-17 22:26:24.268435,Invernadero_2,13.99,12.23,21.63,29.66,15.3,15.96,29.58,21.62,24.89,18.34
2024-10-17 22:26:24.268435,Invernadero_3,14.46,16.8,11.17,20.09,27.6,19.36,24.47,21.74,26.75,21.55
2024-10-17 22:26:24.268435,Invernadero_4,29.07,11.73,11.8,19.5,26.92,29.09,23.48,15.67,21.41,25.28
2024-10-18 02:26:24.268435,Invernadero_1,17.56,15.81,12.69,25.78,20.7,22.44,12.56,21.51,18.94,27.72
2024-10-18 02:26:24.268435,Invernadero_2,16.32,24.44,26.68,10.65,23.26,11.24,28.3,29.29,13.03,27.83
2024-10-18 02:26:24.268435,Invernadero_3,24.45,23.96,30.0,19.78,25.62,24.75,11.15,22.04,12.1,16.31
2024-10-18 02:26:24.268435,Invernadero_4,11.49,12.17,20.99,21.97,18.4,20.33,14.6,14.48,26.59,13.31
2024-10-18 06:26:24.268435,Invernadero_1,24.26,20.79,16.83,21.98,20.56,29.18,14.0,26.88,20.15,12.46
2024-10-18 06:26:24.268435,Invernadero_2,27.07,27.43,18.89,29.99,23.93,25.19,21.02,14.36,29.48,18.01
2024-10-18 06:26:24.268435,Invernadero_3,26.28,19.62,18.37,26.7,17.5,12.97,29.79,27.08,16.94,16.93
2024-10-18 06:26:24.268435,Invernadero_4,11.68,25.94,11.74,28.77,12.06,20.47,27.63,15.57,13.9,27.27
2024-10-18 10:26:24.268435,Invernadero_1,17.65,23.54,29.07,20.36,29.65,25.09,12.67,27.35,14.06,25.46
2024-10-18 10:26:24.268435,Invernadero_2,25.34,22.61,12.59,23.99,23.19,16.69,19.24,17.64,19.55,21.8
2024-10-18 10:26:24.268435,Invernadero_3,12.68,13.66,19.96,23.85,19.15,18.42,28.1,17.87,15.47,24.82
2024-10-18 10:26:24.268435,Invernadero_4,18.64,29.61,16.66,13.24,27.54,17.73,27.45,25.33,14.95,10.63
2024-10-18 14:26:24.268435,Invernadero_1,29.06,24.51,22.34,26.87,26.01,20.35,13.84,10.15,14.76,14.33
2024-10-18 14:26:24.268435,Invernadero_2,26.64,23.96,14.73,26.3,27.18,22.37,22.22,22.53,14.49,28.75
2024-10-18 14:26:24.268435,Invernadero_3,27.13,27.08,25.55,26.79,12.4,11.22,29.43,28.63,10.74,23.3
2024-10-18 14:26:24.268435,Invernadero_4,28.82,24.38,14.07,13.47,28.7,18.42,14.6,16.55,28.01,11.98
2024-10-18 18:26:24.268435,Invernadero_1,26.74,26.27,26.82,29.62,14.56,12.44,29.33,13.86,20.45,13.31
2024-10-18 18:26:24.268435,Invernadero_2,25.43,15.3,18.89,21.54,23.59,27.48,29.91,13.58,18.34,24.46
2024-10-18 18:26:24.268435,Invernadero_3,27.06,10.62,19.4,19.8,18.64,24.94,12.03,21.47,13.87,27.36
2024-10-18 18:26:24.268435,Invernadero_4,22.72,25.14,20.92,21.36,23.03,17.09,19.16,29.46,26.95,17.01
2024-10-18 22:26:24.268435,Invernadero_1,14.73,15.83,29.01,27.24,23.25,29.34,12.23,29.92,16.46,26.02
2024-10-18 22:26:24.268435,Invernadero_2,25.73,20.16,22.38,11.16,13.07,24.27,10.85,16.99,14.01,22.8
2024-10-18 22:26:24.268435,Invernadero_3,19.38,16.23,23.81,20.93,28.25,24.27,19.99,10.27,17.86,11.92
2024-10-18 22:26:24.268435,Invernadero_4,25.02,14.46,29.61,28.65,20.82,18.94,25.55,26.1,22.88,18.44
2024-10-19 02:26:24.268435,Invernadero_1,19.25,12.6,17.58,17.09,10.15,26.23,29.18,24.39,25.51,16.51
2024-10-19 02:26:24.268435,Invernadero_2,29.18,13.17,25.75,18.99,14.54,14.32,27.44,13.08,29.14,18.7
2024-10-19 02:26:24.268435,Invernadero_3,21.06,23.42,22.11,11.57,27.22,12.15,12.83,10.83,21.19,26.5
2024-10-19 02:26:24.268435,Invernadero_4,18.42,16.51,16.3,29.98,14.0,29.16,15.01,19.05,11.64,11.02
2024-10-19 06:26:24.268435,Invernadero_1,17.3,24.11,21.79,28.87,14.59,15.45,26.52,12.09,24.6,27.5
2024-10-19 06:26:24.268435,Invernadero_2,17.41,15.06,24.43,29.31,26.79,23.41,16.96,16.19,12.39,14.98
2024-10-19 06:26:24.268435,Invernadero_3,28.04,22.41,24.03,11.81,28.0,11.82,22.65,28.28,27.86,14.59
2024-10-19 06:26:24.268435,Invernadero_4,15.63,15.37,10.03,15.14,18.9,14.02,24.3,17.46,25.12,27.42
2024-10-19 10:26:24.268435,Invernadero_1,14.03,20.25,19.09,28.78,26.33,13.82,16.24,19.57,26.89,16.57
2024-10-19 10:26:24.268435,Invernadero_2,23.83,19.35,12.57,24.59,23.86,20.09,22.62,29.77,22.52,24.84
2024-10-19 10:26:24.268435,Invernadero_3,26.4,23.73,17.28,13.07,20.73,23.71,24.4,13.67,28.83,14.85
2024-10-19 10:26:24.268435,Invernadero_4,21.14,18.79,16.73,14.14,10.85,18.67,24.4,26.07,12.52,27.19
2024-10-19 14:26:24.268435,Invernadero_1,28.39,22.56,13.39,10.84,17.73,17.86,29.45,10.2,27.2,24.18
2024-10-19 14:26:24.268435,Invernadero_2,21.81,16.26,21.72,27.21,26.39,16.54,27.17,11.36,26.3,12.62
2024-10-19 14:26:24.268435,Invernadero_3,12.72,13.92,28.95,27.92,25.97,18.64,18.99,10.76,17.88,11.55
2024-10-19 14:26:24.268435,Invernadero_4,16.35,19.39,29.03,15.92,10.26,12.05,14.16,25.19,14.28,14.6
2024-10-19 18:26:24.268435,Invernadero_1,25.72,25.59,12.27,21.15,25.81,12.0,16.66,27.71,17.8,14.97
2024-10-19 18:26:24.268435,Invernadero_2,13.61,27.91,11.76,22.35,27.91,28.67,17.12,10.01,19.03,20.7
2024-10-19 18:26:24.268435,Invernadero_3,19.31,23.15,24.06,24.11,13.77,11.01,23.7,26.25,20.44,18.21
2024-10-19 18:26:24.268435,Invernadero_4,24.2,11.64,17.26,11.39,17.51,21.51,15.23,15.3,12.22,17.75
2024-10-19 22:26:24.268435,Invernadero_1,14.45,14.28,12.18,21.36,20.13,11.07,25.78,25.49,29.24,15.09
2024-10-19 22:26:24.268435,Invernadero_2,23.79,29.12,28.8,13.83,23.84,28.84,24.59,26.85,25.87,13.59
2024-10-19 22:26:24.268435,Invernadero_3,26.57,21.62,11.27,11.66,15.01,22.83,18.35,17.59,20.82,18.33
2024-10-19 22:26:24.268435,Invernadero_4,13.29,24.65,21.53,10.95,23.73,18.67,12.19,16.21,15.66,21.54
2024-10-20 02:26:24.268435,Invernadero_1,29.78,25.54,26.55,22.36,24.37,17.72,18.49,10.37,23.36,28.71
2024-10-20 02:26:24.268435,Invernadero_2,17.51,13.21,26.07,20.68,14.45,12.02,18.76,28.75,29.62,29.67
2024-10-20 02:26:24.268435,Invernadero_3,23.82,21.43,13.09,12.4,16.02,24.49,10.87,23.54,18.77,27.83
2024-10-20 02:26:24.268435,Invernadero_4,28.49,23.52,17.04,22.36,14.04,24.5,16.07,28.26,15.38,29.81
2024-10-20 06:26:24.268435,Invernadero_1,22.62,13.55,27.71,27.12,10.49,23.57,20.0,28.19,13.03,14.73
2024-10-20 06:26:24.268435,Invernadero_2,13.25,23.19,20.67,27.45,26.66,14.74,26.08,11.45,29.76,29.64
2024-10-20 06:26:24.268435,Invernadero_3,19.35,26.12,26.54,18.76,12.42,12.14,25.43,14.22,23.02,24.7
2024-10-20 06:26:24.268435,Invernadero_4,14.62,22.06,24.11,14.09,20.35,11.35,25.05,25.34,24.48,16.68
2024-10-20 10:26:24.268435,Invernadero_1,15.93,27.4,18.81,14.12,18.83,12.3,17.52,19.68,17.62,10.02
2024-10-20 10:26:24.268435,Invernadero_2,17.7,23.4,28.43,21.35,20.15,29.08,21.94,13.99,29.3,16.43
2024-10-20 10:26:24.268435,Invernadero_3,10.24,29.35,11.66,17.42,11.0,29.42,27.35,29.55,14.17,10.27
2024-10-20 10:26:24.268435,Invernadero_4,18.63,11.15,25.61,18.5,25.56,23.59,15.29,22.83,20.54,20.19
2024-10-20 14:26:24.268435,Invernadero_1,13.42,17.2,13.21,25.14,11.59,24.97,12.2,27.7,24.55,20.18
2024-10-20 14:26:24.268435,Invernadero_2,23.79,17.79,21.3,26.47,14.24,26.51,21.36,26.27,18.51,20.84
2024-10-20 14:26:24.268435,Invernadero_3,29.14,19.49,12.7,26.57,26.34,11.76,20.78,10.86,14.79,20.63
2024-10-20 14:26:24.268435,Invernadero_4,19.04,15.88,16.28,13.03,23.38,24.81,17.48,18.29,27.83,23.86
2024-10-20 18:26:24.268435,Invernadero_1,22.69,29.38,28.63,11.6,22.09,14.01,14.63,21.73,29.67,19.38
2024-10-20 18:26:24.268435,Invernadero_2,10.54,13.87,20.58,27.32,18.88,10.65,21.92,10.99,20.56,12.17
2024-10-20 18:26:24.268435,Invernadero_3,18.55,10.94,20.54,18.93,17.54,27.37,16.5,25.37,10.29,16.24
2024-10-20 18:26:24.268435,Invernadero_4,15.45,27.42,29.24,10.77,13.19,29.08,18.25,23.37,24.17,17.73
2024-10-20 22:26:24.268435,Invernadero_1,13.65,28.48,19.01,24.16,18.61,12.26,12.27,27.5,13.84,27.54
2024-10-20 22:26:24.268435,Invernadero_2,22.17,17.03,19.14,29.33,26.13,24.87,10.11,25.77,16.08,17.41
2024-10-20 22:26:24.268435,Invernadero_3,28.78,17.05,13.76,19.1,28.48,21.62,23.34,17.34,10.54,27.55
2024-10-20 22:26:24.268435,Invernadero_4,14.14,18.71,16.3,21.67,25.53,16.73,24.43,28.17,18.23,15.64
2024-10-21 02:26:24.268435,Invernadero_1,26.89,13.76,10.79,25.6,18.6,20.52,24.98,27.64,28.41,19.97
2024-10-21 02:26:24.268435,Invernadero_2,11.21,13.66,23.68,24.07,29.5,14.2,21.01,11.13,24.29,22.66
2024-10-21 02:26:24.268435,Invernadero_3,21.65,10.31,24.5,10.8,28.72,28.56,20.89,13.43,23.81,18.71
2024-10-21 02:26:24.268435,Invernadero_4,16.91,12.72,12.35,12.27,16.44,14.33,16.86,25.0,29.42,13.17
2024-10-21 06:26:24.268435,Invernadero_1,28.06,11.4,23.37,21.41,21.13,14.76,26.62,12.13,24.92,29.2
2024-10-21 06:26:24.268435,Invernadero_2,14.02,19.83,11.53,11.68,21.05,27.42,18.76,15.66,10.54,11.62
2024-10-21 06:26:24.268435,Invernadero_3,17.05,18.57,22.32,29.53,25.77,25.23,13.65,18.09,15.85,26.4
2024-10-21 06:26:24.268435,Invernadero_4,20.58,25.57,11.73,11.35,27.19,22.01,19.54,12.05,22.72,28.18
2024-10-21 10:26:24.268435,Invernadero_1,22.34,27.7,27.49,17.74,20.31,25.33,13.46,20.86,29.6,29.25
2024-10-21 10:26:24.268435,Invernadero_2,18.01,24.15,11.26,20.27,13.27,12.63,29.9,11.27,25.61,12.49
2024-10-21 10:26:24.268435,Invernadero_3,11.6,24.44,17.33,22.58,14.5,13.77,27.15,27.25,27.14,27.13
2024-10-21 10:26:24.268435,Invernadero_4,13.4,24.43,27.18,28.08,12.52,14.44,24.68,26.48,26.45,16.31
2024-10-21 14:26:24.268435,Invernadero_1,20.38,17.86,22.46,29.49,28.12,11.64,19.98,27.37,29.6,11.38
2024-10-21 14:26:24.268435,Invernadero_2,12.65,12.11,17.93,10.03,18.77,12.81,19.56,27.81,16.16,26.64
2024-10-21 14:26:24.268435,Invernadero_3,14.1,21.33,12.34,29.72,15.77,21.86,16.12,14.28,24.15,23.17
2024-10-21 14:26:24.268435,Invernadero_4,23.96,15.28,29.31,19.12,27.03,18.42,20.55,19.19,17.41,16.2
2024-10-21 18:26:24.268435,Invernadero_1,28.63,23.85,14.55,28.63,10.52,11.52,25.0,23.8,27.3,22.37
2024-10-21 18:26:24.268435,Invernadero_2,28.26,26.24,26.07,26.32,17.66,21.84,20.48,16.65,11.47,25.71
2024-10-21 18:26:24.268435,Invernadero_3,11.96,22.44,29.99,17.02,15.18,13.55,25.2,11.13,23.41,28.51
2024-10-21 18:26:24.268435,Invernadero_4,16.97,18.08,23.19,23.53,25.23,24.94,19.18,26.59,15.81,17.8
2024-10-21 22:26:24.268435,Invernadero_1,28.44,13.13,14.05,24.11,15.08,20.79,11.08,15.47,11.96,21.97
